channelId,channelName,umbrellaLabel,score,margin,top3
UCbOh7f6EoY4K-2Vvii-17xg,"PHANTOM","Unclassified (sparse)",0,0,""
UC9n0tUXP7QB5ALfg3PFO19A,"Photography Pro","Unclassified",0.1515,0.1211,"Video Editing:0.152|Photography:0.030|AI:0.000"
UCdQ_ZkYaMe6qPoueUyPQgpQ,"Photoshop Training Channel","Photography",1.0236,0.9644,"Photography:1.024|Film & TV:0.059|Tech:0.021"
UChYbZdv4UApRyuAwCKMVuYg,"Pixel Film Studios","Unclassified",0.1245,0.0071,"Film & TV:0.124|Tech:0.117|Video Editing:0.027"
UCtrdEiQnaRrmseXgggjt3Dw,"Plaid Crafts","Unclassified",0.0414,0.0047,"Photography:0.041|Tech:0.037|AI:0.033"
UCnA2IGSh8jOPPiz20oamKzA,"Planet Fitness Beginner","Unclassified",0.1847,0.1385,"Health:0.185|Film & TV:0.046|AI:0.000"
UC-MEgsEcEkbSuPWpu4a-PzQ,"Plini","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCKRoXz3hHAu2XL_k3Ef4vJQ,"Pod Save America","Unclassified",0.0765,0.0275,"Construction:0.077|Music:0.049|Coding:0.046"
UCDe08Fs0s0YKJuk5h45csAQ,"Polyphia","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCSiPjfAJBgbFlIUsxOWpK0w,"PomplamooseMusic","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCbU6Rve0XMNZ2a2yaYgjlTA,"Pondering Politics","Unclassified",0.0609,0.0609,"News:0.061|AI:0.000|Video Editing:0.000"
UCaw4VmRW8SfygV2u044OpoQ,"POP PSYCH","Unclassified",0.0339,0.0014,"Photography:0.034|Construction:0.032|Tech:0.030"
UC9OFhiq5cs10XYGDwBO_7xg,"Porcupine Tree","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCWSRFubEPtc-EvqNChdc-ZQ,"Portal Joss Stone","Unclassified",0.0342,0.0342,"Coding:0.034|AI:0.000|Video Editing:0.000"
UCrZ58f5yvy0HQ9hm-hZ1H_g,"Portland Life","Unclassified",0.0503,0,"Business:0.050|Gaming:0.050|Film & TV:0.030"
UCMOqf8ab-42UUQIdVoKwjlQ,"Practical Engineering","Unclassified",0.0932,0.0448,"AI:0.093|Film & TV:0.048|Video Editing:0.000"
UCZa-aF5az5nT4PL4XecbCNw,"Primal Investor","Unclassified",0.0741,0.0741,"3D Printing:0.074|AI:0.000|Video Editing:0.000"
UClyyA0EAUcQ34b7jdFn1m_Q,"ProCamera","Unclassified",0.0422,0.0048,"Woodworking:0.042|Tech:0.037|AI:0.000"
UCQGv_dy-oLeu5SSgz2_8i8w,"Project Diaries","Unclassified",0.0462,0.0125,"AI:0.046|Gardening:0.034|Video Editing:0.024"
UC2rzsm1Qi6N1X-wuOg_p0Ng,"Project Farm","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCX6c6hTIqcphjMsXbeanJ1g,"Prompt Engineer","Unclassified",0.1035,0.0409,"Tech:0.104|AI:0.063|News:0.041"
UCNB_pp1iJiEDvTxO5wENMZA,"Puddle Of Mudd TV","Unclassified",0.1685,0.0503,"Business:0.169|Music:0.118|AI:0.000"
UCK5-hzSvMAPSSo2vH_LtNKw,"Quazi Johir","Unclassified",0.0634,0.0338,"3D Printing:0.063|Video Editing:0.030|AI:0.029"
UC3uCNdbm9RZb3F_KZKX5u4w,"Rainbow Gardens","Unclassified",0.0261,0.0261,"Film & TV:0.026|AI:0.000|Video Editing:0.000"
UC15W5y0lGyZD7DNIW_VmnyA,"Raiv Creative","Unclassified",0.0928,0.0227,"Video Editing:0.093|Film & TV:0.070|Construction:0.054"
UCpJ7ZS8hK-IOeciv952Xhug,"Really American","Unclassified",0.0471,0.0041,"News:0.047|Construction:0.043|Video Editing:0.000"
UCblfuW_4rakIf2h6aqANefA,"Red Bull","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCV6hWxB0-u_IX7e-h4fEBAw,"Reed Timmer","Unclassified",0.0375,0.0079,"Comedy:0.038|Aviation:0.030|News:0.027"
UCjIrqdXaUzYEEAIib8bsBrw,"ReelinInTheYears66","Unclassified",0.0369,0.0024,"Film & TV:0.037|Aviation:0.035|Gaming:0.031"
UCCD_GyqAJ2w5UpH9R4yIEjw,"Reinhardt Buhr","Unclassified",0.1021,0.0148,"Music:0.102|Business:0.087|Tech:0.049"
UCif0FLmduEgE0i6ApPOf6IQ,"RemotePilot101","Unclassified (sparse)",0,0,""
UCLBHPoY3NugnZYURxln3fKQ,"Rene Ritchie","Unclassified",0.0833,0.0833,"Construction:0.083|AI:0.000|Video Editing:0.000"
UCCJ56k8nBeqWLoxNa6DToAQ,"Rhett Shull","Unclassified",0.0605,0.0605,"Film & TV:0.061|Video Editing:0.000|Photography:0.000"
UCxp6k6RQ2oP6EmP0W5_J7-g,"RichardTaylorTV","Video Editing",0.7041,0.6396,"Video Editing:0.704|Business:0.065|Gaming:0.065"
UCJquYOG5EL82sKTfH9aMA9Q,"Rick Beato","Unclassified (sparse)",0,0,""
UCcp-HjtmTMeIJ-0RrSHSGLA,"Rick Beato 2","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCmNAkARqTFvNoyxmFhKTS9Q,"Rick Mulready","Unclassified",0.0416,0.0092,"AI:0.042|Film & TV:0.032|Business:0.027"
UC-Qy-4esLdXmO1F6k5kz0Qg,"Ripple Training","Video Editing",1.185,1.1596,"Video Editing:1.185|Film & TV:0.025|Business:0.021"
UC5UbM7c9BhNBto3_zDcdr4w,"RMNS Channel","Unclassified",0.1138,0.0888,"Construction:0.114|Business:0.025|Gaming:0.025"
UC0FBv8ckxw1hrZxbUm3G7hA,"Rob The AI Guy","Unclassified",0.0598,0.0063,"Aviation:0.060|Business:0.053|Construction:0.049"
UCuR8L5fK6ZXyApcL7vMcv0g,"Robert Benjamin","Unclassified",0.0449,0.0449,"Coding:0.045|AI:0.000|Video Editing:0.000"
UCpVqUbp1Q3LPlOg4DG6F6pQ,"Ronny Jordan - Topic","Unclassified",0.1127,0.0716,"Construction:0.113|Gaming:0.041|AI:0.000"
UCCLD2QUYsDuHdBkQp10Yy0w,"RUHM","Unclassified",0.1105,0.0775,"Business:0.111|Film & TV:0.033|Home Repair:0.026"
UC5C-Asy_myoWCkLEtZR72SA,"Rush","Unclassified (sparse)",0,0,""
UCJU1nWTl6sC_KaXgkqcnBnA,"RV Pastor Kevin","Unclassified (sparse)",0,0,""
UCNl2ziy9FwESuahXMyfCRVA,"RV Tips & Travels","Unclassified",0.065,0.0028,"Photography:0.065|Construction:0.062|Film & TV:0.041"
UCy4vTBzImDfSEQejeWt-xVA,"RVstreet","Unclassified",0.025,0.025,"Photography:0.025|AI:0.000|Video Editing:0.000"
UCJHAT3Uvv-g3I8H3GhHWV7w,"Ryan Hall, Y'all","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCG98giOsUxIlXV0rNUhxLew,"Ryan Serhant","Unclassified",0.0461,0.0461,"Business:0.046|AI:0.000|Video Editing:0.000"
UC_tusQ99Bno--GHjhb1Aa6g,"RyanNangle","Video Editing",0.7887,0.7887,"Video Editing:0.789|AI:0.000|Photography:0.000"
UCegKDBFMUSQNeWe4FAB7aig,"Sade","Unclassified (sparse)",0,0,""
UCwjDLq70gf6j9B5ykweXJRg,"Samazonkdp","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCx7DWIF3zT2xapezCxIzNVQ,"Sandra Di","Unclassified",0.1217,0.0126,"Business:0.122|Film & TV:0.109|News:0.091"
UCpsHnULJAkwwckxzdmspKDw,"sawyerhartman","Unclassified",0.1069,0.0704,"Film & TV:0.107|Coding:0.037|AI:0.000"
UC-2JUs_G21BrJ0efehwGkUw,"Scary Pockets","Unclassified",0.0299,0.0299,"Music:0.030|AI:0.000|Video Editing:0.000"
UCs-HqvE13SeePDZEpC__Mkw,"Scott Suggs","Unclassified",0.0629,0.0055,"Business:0.063|Construction:0.057|Coding:0.051"
UCWTj3vCqkQIsrTGSm4kM34g,"Scott's Bass Lessons","Unclassified",0.0392,0.016,"Tech:0.039|Gaming:0.023|Music:0.020"
UCEtMRF1ywKMc4sf3EXYyDzw,"ScottHermanFitness","Unclassified",0.1183,0.1183,"Music:0.118|Video Editing:0.000|Photography:0.000"
UCRhV1rWIpm_pU19bBm_2RXw,"Sean Carroll","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC6ITJIW6jgrrP5irR7WoHrw,"Sean Dollwet","Unclassified",0.0639,0.0041,"Finance:0.064|Gardening:0.060|Construction:0.049"
UCxPmXKxJcDAhuYVHeFFyGTA,"Sebastian Maniscalco","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCJm2TgUqtK1_NLBrjNQ1P-w,"Second Thought","Unclassified",0.0324,0,"Business:0.032|Gaming:0.032|Construction:0.030"
UCcaKZ3y-OXjmZZGD-OL--MQ,"Self Publishing Empire","Gaming",0.5224,0.3435,"Gaming:0.522|Business:0.179|Film & TV:0.027"
UCkOTYGNYxS6jq7JT3Fk5NEQ,"Self Publishing Titans","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC4B8ywA2Cz_K95w2oeWxizg,"Sell on Amazon","Unclassified (sparse)",0,0,""
UCadiUi-KZoFk1K5ZDsluLcA,"Sen. Adam Schiff","Unclassified",0.1127,0.0437,"Coding:0.113|Business:0.069|AI:0.000"
UC5J-7sW8cVzCGyKN8ym4QsA,"Serge Morgotch","Unclassified",0.0668,0.0668,"Film & TV:0.067|AI:0.000|Video Editing:0.000"
UCBtR7ynKM9odz-PW_7uyzDw,"SevereStudios","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCN9Qw0JvYMh2HwmwSSy3n0w,"Shawn Dolinski","Unclassified",0.0981,0.0414,"Video Editing:0.098|Construction:0.057|Coding:0.051"
UCv7Bgr5Mq-dPYu-Ol4AocEA,"Shinedown","Gaming",0.2176,0.1584,"Gaming:0.218|Coding:0.059|AI:0.000"
UCAc1soZsuAm94dgctvyGAzw,"Shot by Myles","Unclassified",0.1206,0.0672,"Photography:0.121|Tech:0.053|AI:0.000"
UCGn3-2LtsXHgtBIdl2Loozw,"sina-drums","Unclassified",0.0649,0.0207,"Music:0.065|Film & TV:0.044|News:0.037"
UC50lv4EYY1N1_-B495meX8w,"SketchUp","Unclassified",0.1053,0.006,"Finance:0.105|3D Printing:0.099|Woodworking:0.028"
UCwSozl89jl2zUDzQ4jGJD3g,"Skill Leap AI","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCif4ZSCR6TQ9NgliluF6Ksw,"SL Epoxy Floor Paint","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCUol4EQWxfmxKUCiKjHxUjA,"Smart Money Tactics","Unclassified",0.1809,0.1508,"Business:0.181|Gaming:0.030|AI:0.000"
UCo1t7ajBc5r44Ejxnod-h7Q,"Snarky Puppy","Unclassified (sparse)",0,0,""
UCE-xQTbJXX0wBi_cbA7-XAw,"Sons of Legion","Unclassified",0.0304,0,"Film & TV:0.030|Finance:0.030|News:0.025"
UC00LJoYxVb0T8e5miMBl0EQ,"Southwestern Health Resources","Unclassified",0.1157,0.0701,"Health:0.116|Comedy:0.046|Music:0.028"
UC_lGMZMTN7Oh9DRKV2eaMtg,"SPACE DESIGN WAREHOUSE","Unclassified",0.085,0.0303,"Tech:0.085|Coding:0.055|Aviation:0.037"
UCU-dblTpSJE0KkvHnj323LA,"Space SPAN (Space Policy and News)","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Tech:0.000"
UCTiL1q9YbrVam5nP2xzFTWQ,"SpaceWeatherNews (S0)","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCMV3aTOwUtG5vwfH9_rzb2w,"Spark","Unclassified",0.0791,0.0468,"Coding:0.079|Business:0.032|Gaming:0.032"
UCpDJl2EmP7Oh90Vylx0dZtA,"Spinnin' Records","Unclassified",0.0296,0.0087,"Gardening:0.030|Video Editing:0.021|AI:0.000"
UCLihM2pKzsuimSfMmlDB5EQ,"StartupBros","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UClKIjbgtWGzHtXhBDS_I0pg,"State Azure","Unclassified",0.1741,0.1741,"Photography:0.174|AI:0.000|Video Editing:0.000"
UCN3d4-i8WLD7LP-9JgADIBg,"Sterling Patrick Fuentes","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC-9mlH6az1Q_XUP3fw1N4Fg,"Steven Wilson","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC9tnwOsaA7T29VuUCuXvr7g,"Stewart and Alina","Unclassified",0.0549,0.0121,"AI:0.055|Film & TV:0.043|News:0.036"
UCjyDzADaZy1WFUWqFmfcHJg,"StreamGeeks","Unclassified",0.0953,0.0953,"News:0.095|AI:0.000|Video Editing:0.000"
UCUFoQUaVRt3MVFxqwPUMLCQ,"StudioBinder","Unclassified",0.0615,0.0615,"Woodworking:0.062|AI:0.000|Video Editing:0.000"
UCj1VqrHhDte54oLgPG4xpuQ,"Stuff Made Here","Unclassified",0.0556,0.0043,"AI:0.056|Comedy:0.051|Photography:0.035"
UCFhMWAVkp-3T2YnwdwH0TXQ,"SVS","Unclassified",0.0436,0.0128,"Finance:0.044|Tech:0.031|Coding:0.030"
UCSDNfhsWyNOz8foxx5p8unQ,"Sweet Project Cars","Unclassified",0.1357,0.1357,"Woodworking:0.136|AI:0.000|Video Editing:0.000"
UCN-JravNOcJu1KBAeuecQ0Q,"Tal Wilkenfeld","Unclassified",0.0224,0.001,"Business:0.022|Photography:0.021|Music:0.020"
UCT5C7yaO3RVuOgwP8JVAujQ,"Taskmaster","Unclassified",0.0607,0.0256,"Coding:0.061|Comedy:0.035|Film & TV:0.030"
UCAVglge_6d2KfnNK3Ar_gag,"Taylor Brown","AI",0.2425,0.1672,"AI:0.243|Woodworking:0.075|Video Editing:0.000"
UCVXr-MS0WcLk5m8D0iVkZ3A,"Tazzie Tazzie","Unclassified (sparse)",0,0,""
UCyH3IAelkUFM0u6Iacx22lA,"Tears For Fears","Unclassified",0.0475,0.0116,"Video Editing:0.047|Finance:0.036|AI:0.000"
UCdngmbVKX1Tgre699-XLlUA,"TechWorld with Nana","Unclassified",0.0823,0.0487,"News:0.082|Coding:0.034|AI:0.000"
UC6ckWeFOnxq5JNGdB5_QKcg,"Ted the Butcher TV","Unclassified (sparse)",0,0,""
UCqP533PjxjSyExyasIe8cNw,"TekMatix","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCaHkDyvWVXXAGyG2lURMaYg,"Tennessee Brando","Unclassified",0.0544,0.002,"Music:0.054|Tech:0.052|AI:0.000"
UC0p-6V0WzrDWfwUQlyKpv6w,"Texas Academy of Family Physicians","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCFlXQdhS9koeFIxUagXhb4g,"thatbassvoice®","Unclassified",0.0662,0.0229,"Construction:0.066|Film & TV:0.043|Gardening:0.041"
UCHhYXsLBEVVnbvsq57n1MTQ,"The AI Advantage","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCKelCK4ZaO6HeEI1KQjqzWA,"The AI Daily Brief: Artificial Intelligence News","Unclassified",0.0559,0.0559,"News:0.056|AI:0.000|Video Editing:0.000"
UCz0zSuukBglV2YwG3_7uKRg,"The Apple Circle","Unclassified",0.1572,0.0831,"Tech:0.157|Film & TV:0.074|Business:0.062"
UC6n8I1UDTKP1IWjQMg6_TwA,"The B1M","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCx5KB2QDUDH-o8PFnF3yJCQ,"The Basic Filmmaker","Unclassified",0.0302,0.0302,"Home Repair:0.030|AI:0.000|Photography:0.000"
UC0r6S4hmYdRcDnw7zey7Myg,"The Bearded Butchers","Unclassified",0.0296,0.0014,"News:0.030|Home Repair:0.028|Coding:0.024"
UCG4Hp1KbGw4e02N7FpPXDgQ,"The Bulwark","Unclassified",0,0,"Photography:0.000|Tech:0.000|Coding:0.000"
UCuvjQYKukKjVyhSVxQibgOw,"The Calum Johnson Show","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCry6nxAo2tfVyO6lEboiU3w,"The Carol Burnett Show Official","Unclassified",0.0791,0.0318,"Comedy:0.079|Tech:0.047|Construction:0.026"
UCGB-czkAt6nLd3UrQ1eD0uw,"The Chris Cuomo Project","Unclassified",0.046,0.0278,"Business:0.046|Video Editing:0.018|Photography:0.000"
UCwWhs_6x42TyRM4Wstoq8HA,"The Daily Show","Unclassified",0.088,0.0198,"Construction:0.088|Comedy:0.068|Woodworking:0.046"
UCGq-a57w-aPwyi3pW7XLiHw,"The Diary Of A CEO","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC9V_-gqJsZNOy4v_HqbRz3w,"The Gardening Channel With James Prigioni","Unclassified",0.0711,0.0281,"Tech:0.071|AI:0.043|Health:0.034"
UCB81DRhPwVoUQcVNp3dBIXQ,"The Graystones","Unclassified",0.0673,0.0062,"Music:0.067|Health:0.061|AI:0.039"
UC7Q4rvzJDbHeBHYk5rnvZeA,"The Humanist Report","Unclassified",0.1826,0.1826,"News:0.183|AI:0.000|Video Editing:0.000"
UCJ0uqCI0Vqr2Rrt1HseGirg,"The Late Late Show with James Corden","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCMtFAi84ehTSYSE9XoHefig,"The Late Show with Stephen Colbert","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCpYCxV51bykhMY-wSUozQRg,"The Lincoln Project","Unclassified",0.0709,0.0709,"Video Editing:0.071|AI:0.000|Tech:0.000"
UCeAKdCMMS4I9waww0LDLqng,"The Nerdy Novelist","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCiWsyCYUN4QDgpL-2PGPckg,"The Parallel Truth","Unclassified",0.0527,0.0527,"News:0.053|AI:0.000|Video Editing:0.000"
UCs9-XIXPfAF465u3OVdMILg,"The People's Majority","Unclassified (sparse)",0,0,""
UCiM2ZsguGDiGfsL2sUNatXQ,"The Pineapple Thief","Unclassified (sparse)",0,0,""
UC1E1SVcVyU3ntWMSQEp38Yw,"The Prof G Pod – Scott Galloway","Unclassified",0.0867,0.0504,"Finance:0.087|Business:0.036|Gaming:0.036"
UCAPciy143ZBXBrFpCVPnWDg,"The Randall Carlson","Unclassified",0.0905,0.0646,"Woodworking:0.090|Coding:0.026|AI:0.000"
UCIzXayRP7-P0ANpq-nD-h5g,"The Sun","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Tech:0.000"
UCJjAIBWeY022ZNj_Cp_6wAw,"The Tesla Space","Unclassified",0.0652,0.0326,"Business:0.065|News:0.033|Gaming:0.033"
UCvEO0vHclzNfDYCyKQV5TsA,"The Wellermen","Unclassified",0.0283,0.0035,"Business:0.028|Music:0.025|Coding:0.023"
UCIFk2uvCNcEmZ77g0ESKLcQ,"The Why Files","Unclassified",0.1451,0.0802,"Gardening:0.145|Gaming:0.065|Comedy:0.046"
UC9OJk22Mh_-aj0ruME96T2w,"The Williams Fam","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC1yBKRuGpC1tSM73A0ZjYjQ,"The Young Turks","Unclassified",0.0246,0.001,"Photography:0.025|Construction:0.024|AI:0.000"
UC9Ryt3XOGYBoAJVsBHNGDzA,"Theoretically Media","Unclassified",0.0506,0.0018,"Music:0.051|Tech:0.049|AI:0.000"
UCcPuBEAwuF6XWXkcXJXJwsg,"This Guy Edits","Unclassified",0.0845,0.0286,"Film & TV:0.085|Video Editing:0.056|Construction:0.032"
UC7kCeZ53sli_9XwuQeFxLqw,"Ticker Symbol: YOU","Unclassified",0.0999,0.0999,"AI:0.100|Video Editing:0.000|Photography:0.000"
UCp9GmsywyVNLdpu8iB0d9Mg,"Tim Welch Vocal Studio","Unclassified",0.0684,0.0063,"Music:0.068|Film & TV:0.062|Construction:0.047"
UC-8ywcgWTF2gMiPtrycZIcw,"Time Bomb","Unclassified",0.0753,0.0238,"Coding:0.075|Aviation:0.052|Home Repair:0.044"
UC88lvyJe7aHZmcvzvubDFRg,"Timeline - World History Documentaries","Unclassified",0.0828,0.0566,"Video Editing:0.083|Business:0.026|Gaming:0.026"
UCTjDhFuGXlhx9Us0gq0VK2w,"Times Radio","Unclassified (sparse)",0,0,""
UCsN8M73DMWa8SPp5o_0IAQQ,"Tomorrowland","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCJASBOyF4Fkd26SIwRhLuZw,"Tone and Tighten","Unclassified",0.1128,0.0852,"Health:0.113|Music:0.028|Tech:0.027"
UCRe2W-32N-_uStDULAEdyKA,"Topaz Labs","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCo33niDKpTpgwZ_dohqvylg,"TubeBuddy","Unclassified",0.0594,0.0174,"3D Printing:0.059|Health:0.042|Film & TV:0.042"
UCEgYhf84VjXDz-W7a9-rdCQ,"Two Bit da Vinci","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC6OICk-ceplUJf4sCN3DMnQ,"Tyler Stalman","Unclassified",0.0806,0.0806,"Woodworking:0.081|AI:0.000|Video Editing:0.000"
UCx4pIz6Xb3xeC5tz9MYZfWg,"V V","Unclassified (sparse)",0,0,""
UCdOPzgbosSnbfwd9-iXP2NA,"Vanessa Lau","Unclassified",0.0424,0.0026,"Coding:0.042|AI:0.040|Video Editing:0.000"
UCHnyfMqiRRG1u-2MsSQLbXA,"Veritasium","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC9N2JaiIWYR2GEN1tgHAczA,"Vic Firth","Music",0.2353,0.2353,"Music:0.235|AI:0.000|Video Editing:0.000"
UCWF0PiUvUi3Jma2oFgaiX2w,"VICE TV","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCnBMUbokI94_PY59m8yDMRg,"VrTours Solutions","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC6nSFpj9HTCZ5t-N3Rm3-HA,"Vsauce","Unclassified (sparse)",0,0,""
UCuqdsYT5rFqw0L5oO_HwvgA,"WarLeaks - Military Blog","Unclassified",0.0224,0.0044,"Woodworking:0.022|AI:0.018|Video Editing:0.000"
UCaWd5_7JhbQBe4dknZhsHJg,"WatchMojo.com","Unclassified",0.0712,0.0062,"Gaming:0.071|Construction:0.065|Film & TV:0.043"
UCMq1R1LgS04lIKdpLh_OS1w,"Wes McDowell","Unclassified",0.1266,0.1035,"Business:0.127|Construction:0.023|AI:0.000"
UCqcbQf6yw5KzRoDDcZ_wBSw,"Wes Roth","Unclassified",0.1648,0.1042,"AI:0.165|Tech:0.061|Construction:0.033"
UCSrPuHtKbst7Zy8pyWn_3Cg,"What's Inside?","Unclassified",0.0855,0.0494,"Video Editing:0.085|Business:0.036|Gaming:0.036"
UCEFZ7yABV_j9Ts3U18pZ1vw,"Will Chidlow","Unclassified",0.101,0.101,"Film & TV:0.101|AI:0.000|Video Editing:0.000"
UC_gUM8rL-Lrg6O3adPW9K1g,"WION","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCUZM6dU9lRVEfrZF3EFrzWQ,"Yello","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UClgRkhTL3_hImCAmdLfDE4g,"YouTube Movies","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UC36i_MUpwgeDpXFE4YzAXpw,"Yuqing Guo","Unclassified",0,0,"AI:0.000|Video Editing:0.000|Photography:0.000"
UCpF9KnCcZM9KWovxn3TtZ9Q,"YYNOT","Unclassified",0.1519,0.0829,"Music:0.152|Health:0.069|Gardening:0.065"
UCsy9I56PY3IngCf_VGjunMQ,"Zeihan on Geopolitics","Unclassified",0.0331,0.0015,"News:0.033|Woodworking:0.032|Music:0.029"
UCeeYm4DCcKiN6hmKBspX8Ig,"ZHIYUN-TECH","Unclassified",0.0349,0.0349,"Gaming:0.035|Video Editing:0.000|Photography:0.000"
UCa09am-cOsC-FSgr_nLkFFA,"ZOE","Health",0.4009,0.4009,"Health:0.401|AI:0.000|Video Editing:0.000"
